banque,nom_agence,ville,localisation,note,sentiment,avis,topic,date_avis,langue,topic_clean,topic_name,topic_category
Al Barid Bank,Al Barid Bank Al Majd,Tanger,"P20V2+4MP, Tangier 90043",0.0,Negatif,agence al majd tanger avec un service catastrophique personnel catastrophique et incompétent un seul client rentre à l intérieur pendant des heures c est vraiment honteux,Services bancaires,Date inconnue,fr,Services bancaires,Service Client,Expérience Client
Al Barid Bank,Al Barid Bank Al Majd,Tanger,"P20V2+4MP, Tangier 90043",0.0,Positif,les utilisateurs et les employés sont sans scrupules et arrogants je ne recommande pas d'y ouvrir un compte si c'est nécessaire ouvrez le compte à la poste de la banque ou du moins celui de l'école,Services bancaires,Date inconnue,fr,Services bancaires,Service Client,Expérience Client
Al Barid Bank,Al Barid Bank Al Majd,Tanger,"P20V2+4MP, Tangier 90043",0.0,Neutre,que dieu ait pitié du courrier des gens en masse devant l'agence si vous voulez verser quelque chose sur votre compte chèque ou quelque chose de similaire vous devez attendre de longues heures jusqu'à vous ennuyer au point que je ne gère plus mon compte à la banque postale ce qui est ouvert depuis les années 90 aujourd'hui je ne peux pas faire ma comptabilité de manière fluide et libre c'est toujours un chaos complet,Services bancaires,Date inconnue,fr,Services bancaires,Service Client,Expérience Client
Al Barid Bank,Al Barid Bank Al Majd,Tanger,"P20V2+4MP, Tangier 90043",0.0,Neutre,banque al barid al majd e mail banque al majd,Services bancaires,Date inconnue,fr,Services bancaires,Service Client,Expérience Client
Al Barid Bank,Al Barid Bank Al Majd,Tanger,"P20V2+4MP, Tangier 90043",0.0,Neutre,l'important c'est de participer et le service est en dessous de zéro,Service client,Date inconnue,fr,Service client,Service Client,Expérience Client
Al Barid Bank,Al Barid Bank Al Majd,Tanger,"P20V2+4MP, Tangier 90043",0.0,Negatif,le service est mauvais mauvaise organisation mauvais traitement les gens en gros je ne conseille à personne de traiter avec cette agence,Services bancaires,Date inconnue,fr,Services bancaires,Service Client,Expérience Client
Al Barid Bank,Al Barid Bank Al Majd,Tanger,"P20V2+4MP, Tangier 90043",0.0,Neutre,j'espère que vous avez beaucoup de temps devant vous,Services bancaires,Date inconnue,fr,Services bancaires,Service Client,Expérience Client
Al Barid Bank,Al Barid Bank Al Majd,Tanger,"P20V2+4MP, Tangier 90043",0.0,Negatif,le service est très mauvais organisation 0 opération 0 perdre du temps à 100 aucune relation je ne conseille à personne de traiter avec cette agence,Service client,Date inconnue,fr,Service client,Service Client,Expérience Client
Al Barid Bank,Al Barid Bank Direction Centrale - مصلحة القرارات والتقارير,Rabat,"2535+XH4, Rabat",0.0,Positif,environnement de travail magnifique mais bâtiments à réaménager,Service client,Date inconnue,fr,Service client,Service Client,Expérience Client
Al Barid Bank,Al Barid Bank Direction Centrale - مصلحة القرارات والتقارير,Rabat,"2535+XH4, Rabat",0.0,Negatif,très mauvais service,Service client,Date inconnue,fr,Service client,Service Client,Expérience Client
Al Barid Bank,Al Barid Bank Direction Centrale - مصلحة القرارات والتقارير,Rabat,"2535+XH4, Rabat",0.0,Neutre,établissement publique,Services bancaires,Date inconnue,fr,Services bancaires,Service Client,Expérience Client
Al Barid Bank,Al Barid Bank Direction Centrale - مصلحة القرارات والتقارير,Rabat,"2535+XH4, Rabat",0.0,Positif,je tiens à remercier souhail l'imam adil belhaj et la femme enceinte ainsi que tous ses collègues pour le merveilleux service fluide que je ne pouvais pas croire le travail très professionnel du personnel professionnel pour la première,Services bancaires,Date inconnue,fr,Services bancaires,Service Client,Expérience Client
Al Barid Bank,Al Barid Bank Direction Centrale - مصلحة القرارات والتقارير,Rabat,"2535+XH4, Rabat",0.0,Neutre,les agents des agences à marrakech manquent d'expérience et de dévouement au travail en particulier les agences de vermifuges,Services bancaires,Date inconnue,fr,Services bancaires,Service Client,Expérience Client
Al Barid Bank,Al Barid Bank Direction Centrale - مصلحة القرارات والتقارير,Rabat,"2535+XH4, Rabat",0.0,Neutre,je n'avais pas d'argent à aplicaccio je suis venu vous voir et m'a dit que sir daba devait me le rendre,Services bancaires,Date inconnue,fr,Services bancaires,Service Client,Expérience Client
Al Barid Bank,Al Barid Bank Direction Centrale - مصلحة القرارات والتقارير,Rabat,"2535+XH4, Rabat",0.0,Neutre,je suis déçu par la banque au maroc les distributeurs sont cassés en masse je déconseille de s'en mêler,Services bancaires,Date inconnue,fr,Services bancaires,Service Client,Expérience Client
Al Barid Bank,Al Barid Bank Direction Centrale - مصلحة القرارات والتقارير,Rabat,"2535+XH4, Rabat",0.0,Neutre,service client médiocre,Service client,Date inconnue,fr,Service client,Service Client,Expérience Client
Al Barid Bank,Al Barid Bank Direction Centrale - مصلحة القرارات والتقارير,Rabat,"2535+XH4, Rabat",0.0,Positif,le responsable du service où je me suis rendue m'a bien accueillie il était attentionné et très gentil ça change des personnes qui ne sont pas cordiales,Services bancaires,Date inconnue,fr,Services bancaires,Service Client,Expérience Client
Al Barid Bank,Al Barid Bank Direction Centrale - مصلحة القرارات والتقارير,Rabat,"2535+XH4, Rabat",0.0,Neutre,il ya vraiment une sourie qui empêche les fonds de sortir du gab agence barid bque tounfite le30 01 18 j ai effectué deux transactions sans avoir toute ma pension 500dh et 300dh priere intervenir,Services bancaires,Date inconnue,fr,Services bancaires,Service Client,Expérience Client
Al Barid Bank,Al Barid Bank Direction Centrale - مصلحة القرارات والتقارير,Rabat,"2535+XH4, Rabat",0.0,Positif,bon local avec une attente moyenne de 10 15 min aux heure de pointe,Services bancaires,Date inconnue,fr,Services bancaires,Service Client,Expérience Client
Al Barid Bank,Al Barid Bank Direction Centrale - مصلحة القرارات والتقارير,Rabat,"2535+XH4, Rabat",0.0,Negatif,ci vous êtes des problèmes a votre compte ccp tu trouve les solution,Services bancaires,Date inconnue,fr,Services bancaires,Service Client,Expérience Client
Al Barid Bank,Al Barid Bank Direction Centrale - مصلحة القرارات والتقارير,Rabat,"2535+XH4, Rabat",0.0,Positif,établissement qui offre une bonne servitude à ces clients,Service client,Date inconnue,fr,Service client,Service Client,Expérience Client
Al Barid Bank,Al Barid Bank FES Atlas,Fès,"228G+28M, Fès",0.0,Positif,service très lent de plus la seule employée prend une pause déjeuner entre 14h et 15h bien que les heures de travail soient censées être continues,Services bancaires,06/05/2025,fr,Services bancaires,Service Client,Expérience Client
Al Barid Bank,Al Barid Bank FES Atlas,Fès,"228G+28M, Fès",0.0,Negatif,service extrêmement lent si ce n est pas le système le souci alors c est la lenteur du personnel je me suis rendue à cette agence le 02 12 et j y suis restée de 13h jusqu à 15h37 pour qu on me dise que le service est fermé et que je devrait revenir demain comme si je n avais que ça à faire passer ma vie dans leur agence je me suis donc rendue me plaindre chez la cheffe d agence et la réponse que j ai reçu c est qu elle ne pouvait rien y faire et que je devais voir avec l agent responsable car elle serait en réunion agence soit à fermer ou soit dans laquelle il faudra revoir tout le personnel car visiblement ceux qui y sont ne sont pas très aptes à travailler je regrette d y avoir ouvert un compte,Services bancaires,06/05/2025,fr,Services bancaires,Service Client,Expérience Client
Al Barid Bank,Al Barid Bank FES Atlas,Fès,"228G+28M, Fès",0.0,Negatif,service lente,Service client,Date inconnue,fr,Service client,Service Client,Expérience Client
Al Barid Bank,Al Barid Bank FES Atlas,Fès,"228G+28M, Fès",0.0,Positif,bonne application,Services bancaires,Date inconnue,fr,Services bancaires,Service Client,Expérience Client
Al Barid Bank,Al Barid Bank FES Atlas,Fès,"228G+28M, Fès",0.0,Negatif,trop d attente bureau plein de cutomer y a qu une seul employée,Service client,Date inconnue,fr,Service client,Service Client,Expérience Client
Al Barid Bank,Al Barid Bank FES Atlas,Fès,"228G+28M, Fès",0.0,Positif,bon accueil,Service client,Date inconnue,fr,Service client,Service Client,Expérience Client
Al Barid Bank,Al Barid Bank FES Atlas,Fès,"228G+28M, Fès",0.0,Negatif,mauvais service,Service client,Date inconnue,fr,Service client,Service Client,Expérience Client
Al Barid Bank,Al Barid Bank Fès Narjis,Fès,"228G+28M, Fès",0.0,Negatif,pas mal mais trop de retard,Service client,06/05/2025,fr,Service client,Service Client,Expérience Client
Al Barid Bank,Al Barid Bank Fès Narjis,Fès,"228G+28M, Fès",0.0,Negatif,service vraiment mauvais,Service client,30/05/2025,fr,Service client,Service Client,Expérience Client
Al Barid Bank,Al Barid Bank Fès Narjis,Fès,"228G+28M, Fès",0.0,Negatif,vraiment mauvais clients,Service client,Date inconnue,fr,Service client,Service Client,Expérience Client
Al Barid Bank,Al Barid Bank Fès Narjis,Fès,"228G+28M, Fès",0.0,Neutre,akfs bank et moi avons traité toutes les transactions de ma vie jusqu'à présent j'ai été surpris du nombre de personnes qui traitent encore avec la banque postale je n'ai pas de compte chez eux et je n'ai jamais pensé à l'ouvrir je ne voulais pas donner d'argent à quelqu'un qui a un compte chez eux ils l'ont gardé à 16h15 et puis j'y suis allé à 2h45 et il a dit que la sécurité était claire demande nous haha c'est important au bout d'un moment il y a un langage entre lui et moi il était encore temps il a dit ne laissons pas les gens venir me voir avant toi et que le temps reste il est entré et il n'y avait pas de circulation jusqu'à demain franchement j'ai été surpris que l'heure ne m'ait pas encore atteint et qu'il était encore une heure et demie et à part le dialecte de 6 personnes que devraient ils ramener à la maison ou quoi l'important c'est que je n'avais pas d'autre solution et j'oubliais tout le temps et j'ai eu une crise à 16h10 soit une heure et demie puis dazo 6d les gens quand je suis entré j'ai trouvé plus d'un domestique et je n'avais jamais vu quelqu'un servir dans l'épicerie surtout la dernière fois que nous avons grondé un bosta et j'ai encore été surpris du nombre de personnes qui ont ouvert un compte chez eux sachant que le traitement des employés en termes de sécurité était parmi les pires que j'aie jamais vu,Services bancaires,Date inconnue,fr,Services bancaires,Service Client,Expérience Client
Al Barid Bank,Al Barid Bank Fès Narjis,Fès,"228G+28M, Fès",0.0,Positif,bienvenue au maroc où vous pourriez vivre des expériences de service difficiles parfois les prestataires de services peuvent être plutôt abrasifs donnant l'impression que nous avons commis une infraction grave de plus le coût d'envoi d'un petit colis de 50 grammes peut être assez élevé avec des frais totalisant 67 dirhams marocains au total c'est la pire expérience de tous les temps puissé je ne jamais retourner à la banque,Services bancaires,Date inconnue,fr,Services bancaires,Service Client,Expérience Client
Al Barid Bank,Al Barid Bank GAB,Marrakech,"JX2F+M4G, Marrakech 40160",0.0,Neutre,le gars en échange est un escroc il n'a pas remboursé les gbp car il demandait la moitié du montant pour le payer,Services bancaires,06/05/2025,fr,Services bancaires,Service Client,Expérience Client
Al Barid Bank,Al Barid Bank GAB,Marrakech,"JX2F+M4G, Marrakech 40160",0.0,Neutre,ne quittez pas l'aéroport mais rendez vous aux artivals pas de frais de la part de la banque marocaine,Services bancaires,06/05/2025,fr,Services bancaires,Service Client,Expérience Client
Al Barid Bank,Al Barid Bank GAB,Marrakech,"JX2F+M4G, Marrakech 40160",0.0,Neutre,zéro frais en effet fortement recommandé,Service client,06/05/2025,fr,Service client,Service Client,Expérience Client
Al Barid Bank,Al Barid Bank GAB,Marrakech,"JX2F+M4G, Marrakech 40160",0.0,Neutre,aucun frais révolution banque ouverte 6 août 2024 sans taxe le distributeur est caché presque en sortant du bâtiment dirigez vous vers les départs et vous trouverez le distributeur à environ 100 mètres sur votre droite,Services bancaires,06/05/2025,fr,Services bancaires,Service Client,Expérience Client
Al Barid Bank,Al Barid Bank GAB,Marrakech,"JX2F+M4G, Marrakech 40160",0.0,Neutre,attention j'ai essayé d'obtenir 2 000 dirhams en espèces mais le distributeur ne m'a pas donné d'argent le montant est débité sur ma carte la personne du bureau de change à côté de cette banque m'a dit que ce serait réglé automatiquement mais ce n'est pas le cas j'essaie de le récupérer via ma banque j'espère pouvoir le récupérer voleurs,Services bancaires,06/05/2025,fr,Services bancaires,Service Client,Expérience Client
Al Barid Bank,Al Barid Bank GAB,Marrakech,"JX2F+M4G, Marrakech 40160",0.0,Neutre,tout comme décrit super,Service client,06/05/2025,fr,Service client,Service Client,Expérience Client
Al Barid Bank,Al Barid Bank GAB,Marrakech,"JX2F+M4G, Marrakech 40160",0.0,Negatif,facile à utiliser avec l option anglais et ne facture aucun frais il y a plusieurs distributeurs automatiques lorsque vous quittez la zone d'arrivée mais si vous souhaitez retirer sans frais dirigez vous vers la zone de départ enregistrement au lieu de sortir de l'aéroport vous pouvez y trouver la banque albarid vous ne pouvez retirer que 2 000 dirhams à la fois vous pouvez retirer autant que vous le souhaitez en plusieurs tentatives en fonction de votre limite bancaire essayez de retirer l argent dont vous avez entièrement besoin à ce guichet automatique il y a un guichet automatique près de jamaa el fna et vous pouvez vous attendre à de longues files d'attente surtout le soir,Services bancaires,06/05/2025,fr,Services bancaires,Service Client,Expérience Client
Al Barid Bank,Al Barid Bank GAB,Marrakech,"JX2F+M4G, Marrakech 40160",0.0,Neutre,lorsque vous quittez le contrôle final ne vous dirigez pas vers la sortie de l'aéroport après quoi vous ne pourrez plus y entrer se diriger vers les départs après avoir traversé le tunnel continuer tout droit ce n est pas le premier guichet automatique caché à droite vous devez marcher jusqu'au milieu du bâtiment et vous le trouverez sur la droite à côté d'autres banques de banco de áfrica,Services bancaires,06/05/2025,fr,Services bancaires,Service Client,Expérience Client
Al Barid Bank,Al Barid Bank GAB,Marrakech,"JX2F+M4G, Marrakech 40160",0.0,Neutre,gratuit était ouvert à 8h45 quand je me suis arrêté semblait ouvert plus tôt,Services bancaires,06/05/2025,fr,Services bancaires,Service Client,Expérience Client
Al Barid Bank,Al Barid Bank GAB,Marrakech,"JX2F+M4G, Marrakech 40160",0.0,Neutre,marchez tout droit après avoir quitté le scanner des sacs ne sortez pas tournez à droite le guichet automatique se trouve à environ 150 200 m des départs,Services bancaires,06/05/2025,fr,Services bancaires,Service Client,Expérience Client
Al Barid Bank,Al Barid Bank GAB,Marrakech,"JX2F+M4G, Marrakech 40160",0.0,Negatif,le seul guichet automatique connu de l'aéroport qui ne facture pas de frais de retrait supplémentaires il est situé dans le hall des départs et comme l'aéroport est assez petit il se trouve juste à côté de la sortie des départs et vaut vraiment la peine d'y marcher alors une fois arrivé dans le hall des départs et vu la sortie de l'aéroport allez à droite dans le grand hall avec de belles arches le guichet automatique se trouve à peu près au milieu du hall de l autre côté il propose une option en anglais et vous ne pouvez retirer qu'un maximum de 2 000 mad à la fois si vous avez besoin de plus il vous suffit de répéter le processus de retrait ce qui ne pose aucun problème car c'est gratuit il est préférable de l'utiliser avec revolut wise et des banques similaires,Services bancaires,30/05/2025,fr,Services bancaires,Service Client,Expérience Client
Al Barid Bank,Al Barid Bank GAB,Marrakech,"JX2F+M4G, Marrakech 40160",0.0,Positif,dieu soit loué la banque barid a une bonne réputation mes frères m'ont conseillé d'ouvrir un compte chez eux et je suis en train de l'ouvrir si dieu le veut et je recherche une de leurs agences dans la ville de tamansourt,Services bancaires,Date inconnue,fr,Services bancaires,Service Client,Expérience Client
Al Barid Bank,Al Barid Bank GAB,Marrakech,"JX2F+M4G, Marrakech 40160",0.0,Neutre,après avoir quitté la zone des arrivées tournez à droite vers la zone de départ enregistrement au lieu de sortir de l aéroport si vous avez pris des dispositions pour un chauffeur celui ci sera à l'extérieur de l'aéroport vous devrez donc vous rendre au guichet automatique avant de sortir le guichet automatique propose une option en anglais et j'ai utilisé un code à 4 chiffres pour ma carte wise c'était très facile à utiliser pour retirer de l'argent,Services bancaires,Date inconnue,fr,Services bancaires,Service Client,Expérience Client
Al Barid Bank,Al Barid Bank GAB,Marrakech,"JX2F+M4G, Marrakech 40160",0.0,Neutre,retraits gratuits aux distributeurs de cartes étrangères dans la zone des départs sortez des arrivées continuez tout droit environ 200 m ou 2 minutes à pied jusqu'à entrer dans le hall des départs et c'est à côté du service d'emballage des sacs en jaune,Services bancaires,Date inconnue,fr,Services bancaires,Service Client,Expérience Client
Al Barid Bank,Al Barid Bank GAB,Marrakech,"JX2F+M4G, Marrakech 40160",0.0,Negatif,mauvais service mauvaise expérience essayez de les éviter autant que possible,Service client,Date inconnue,fr,Service client,Service Client,Expérience Client
Al Barid Bank,Al Barid Bank Tetouan Touabel,Tétouan,"HMJ3+FQG, Tétouan",0.0,Neutre,personnels a la hauteur,Service client,06/05/2025,fr,Service client,Service Client,Expérience Client
Al Barid Bank,Al Barid Bank Tetouan Touabel,Tétouan,"HMJ3+FQG, Tétouan",0.0,Negatif,pas mal personnel sympa,Service client,06/05/2025,fr,Service client,Service Client,Expérience Client
Al Barid Bank,Al Barid Bank Tetouan Touabel,Tétouan,"HMJ3+FQG, Tétouan",0.0,Negatif,emplacement caché un seul employé travaillant service très lent longue file d'attente de personnes attendant que leur service soit effectué,Service client,Date inconnue,fr,Service client,Service Client,Expérience Client
Al Barid Bank,Al Barid Bank Tetouan Touabel,Tétouan,"HMJ3+FQG, Tétouan",0.0,Neutre,traitement insalubre par un employé de l'agence cash post dans la soirée du mercredi 12 juillet 2023 à 17h17 minutes il tergiverse et ne fait pas la tâche ni même n essaye,Services bancaires,Date inconnue,fr,Services bancaires,Service Client,Expérience Client
Al Barid Bank,Al Barid Bank Tetouan Touabel,Tétouan,"HMJ3+FQG, Tétouan",0.0,Neutre,torture atroce en attendant votre tour tous les services sont regroupés pour un seul utilisateur de plus les applications de transactions et de transferts ne fonctionnent pas vous devez attendre de longues heures,Services bancaires,Date inconnue,fr,Services bancaires,Service Client,Expérience Client
Al Barid Bank,Al Barid Bank البريد بنك,Safi,"7Q42+P6W, Safi",0.0,Neutre,acceptable,Service client,06/05/2025,fr,Service client,Service Client,Expérience Client
Al Barid Bank,Al Barid Bank البريد بنك,Safi,"7Q42+P6W, Safi",0.0,Positif,réparation professionnelle de machines électricité domestique et installation de caméras,Services bancaires,Date inconnue,fr,Services bancaires,Service Client,Expérience Client
Al Barid Bank,Al Barid Bank بريد المغرب,Oujda,"M2MX+44X, Oujda",0.0,Neutre,d'après mon expérience personnelle le traitement des employés de cette agence n'est pas à la hauteur notamment l'un des employés qui ne communique pas et n'a aucune connaissance des tâches qu'il doit effectuer,Services bancaires,06/05/2025,fr,Services bancaires,Service Client,Expérience Client
Al Barid Bank,Al Barid Bank بريد المغرب,Sidi Bennour,"62QQ+8V8, Ben Guerir",0.0,Neutre,parcourir ils m'ont empêché d'ouvrir un compte bancaire postal dans la ville de benguerir au maroc,Services bancaires,06/05/2025,fr,Services bancaires,Service Client,Expérience Client
Al Barid Bank,Al Barid Bank بريد المغرب,Oujda,"M4C4+WHJ, Oujda",0.0,Neutre,il faut plus de développement des programme qui fait accélerer le service des clients,Services bancaires,06/05/2025,fr,Services bancaires,Service Client,Expérience Client
Al Barid Bank,Al Barid Bank بريد المغرب,Oujda,"M3HX+V88, Oujda",0.0,Neutre,les salariés de cette agence très sympa,Service client,Date inconnue,fr,Service client,Service Client,Expérience Client
Al Barid Bank,Al Barid Bank بريد المغرب,Oujda,"M4C4+WHJ, Oujda",0.0,Neutre,j'adore les gens dans cette poste ils sont sympas et ont beaucoup de patience,Service client,Date inconnue,fr,Service client,Service Client,Expérience Client
Al Barid Bank,Al Barid Bank بريد المغرب,Oujda,"M3HX+V88, Oujda",0.0,Neutre,cette voiture est en ruine,Service client,Date inconnue,fr,Service client,Service Client,Expérience Client
Al Barid Bank,Al Barid Bank بريد المغرب,Oujda,"M3HX+V88, Oujda",0.0,Negatif,service de mauvaise qualité,Service client,Date inconnue,fr,Service client,Service Client,Expérience Client
Al Barid Bank,Al Barid Bank بريد المغرب,Oujda,"M3HX+V88, Oujda",0.0,Neutre,vous entrez et à 11h30 il vous dit que nous allons déjeuner,Services bancaires,Date inconnue,fr,Services bancaires,Service Client,Expérience Client
Al Barid Bank,Al Barid Bank بريد المغرب,Oujda,"M3HX+V88, Oujda",0.0,Negatif,service nul lenteur et incompétence,Service client,Date inconnue,fr,Service client,Service Client,Expérience Client
Al Barid Bank,Al Barid Bank بريد المغرب,Oujda,"M3HX+V88, Oujda",0.0,Negatif,service tre tre nul,Service client,Date inconnue,fr,Service client,Service Client,Expérience Client
Al Barid Bank,Al Barid Bank بريد المغرب,Oujda,"M3HX+V88, Oujda",0.0,Negatif,service nul lenteur et incompétence et manque de respect,Service client,Date inconnue,fr,Service client,Service Client,Expérience Client
Al Barid Bank,Al Barid Bank بريد المغرب,Oujda,"M3HX+V88, Oujda",0.0,Negatif,service nul un guichet pour des dizaines de clients il ya assez d'espace à l'intérieur pourtant on laisse les clients s'entasser devant la porte aucune mesure de protection sanitaire,Services bancaires,Date inconnue,fr,Services bancaires,Service Client,Expérience Client
Al Barid Bank,Al Barid Bank بريد المغرب,Oujda,"M4M9+Q99, Oujda",0.0,Negatif,mauvais service,Service client,Date inconnue,fr,Service client,Service Client,Expérience Client
Al Barid Bank,Al Barid Bank بريد المغرب,Oujda,"M4M9+Q99, Oujda",0.0,Positif,une agence totalement nul toujours le chaos toujours les mauvaises réclamations personnel non professionnel vous devez tout simplement fermer cette agence,Service client,Date inconnue,fr,Service client,Service Client,Expérience Client
Al Barid Bank,"Al Barid Bank, Agence Agdal",Rabat,"X5X2+P4X, Av. Fal Ould Oumeir, Rabat",0.0,Negatif,très mauvais service,Service client,06/05/2025,fr,Service client,Service Client,Expérience Client
Al Barid Bank,"Al Barid Bank, Agence Agdal",Rabat,"X5X2+P4X, Av. Fal Ould Oumeir, Rabat",0.0,Negatif,mauvais service et délai d'attente trop long devant la porte system toujours en panne et caissiers souvant en pause je galére à chaque fois que je visite cette agence une étoile car il n y a pas 0,Services bancaires,Date inconnue,fr,Services bancaires,Service Client,Expérience Client
Al Barid Bank,"Al Barid Bank, Agence Agdal",Rabat,"X5X2+P4X, Av. Fal Ould Oumeir, Rabat",0.0,Neutre,service neuf,Service client,Date inconnue,fr,Service client,Service Client,Expérience Client
Al Barid Bank,"Al Barid Bank, Agence Agdal",Rabat,"X5X2+P4X, Av. Fal Ould Oumeir, Rabat",0.0,Negatif,personne à l'agence en heure de pointe 45 min d attente pour envoyer un courrier a fuir,Services bancaires,Date inconnue,fr,Services bancaires,Service Client,Expérience Client
Al Barid Bank,"Al Barid Bank, Agence Agdal",Rabat,"X5X2+P4X, Av. Fal Ould Oumeir, Rabat",0.0,Neutre,manque de politesse et agressivité de la part de l employé de l agence rabat agdal al barid bank il s agit d une femme d environ 45 ans,Services bancaires,Date inconnue,fr,Services bancaires,Service Client,Expérience Client
Al Barid Bank,"Al Barid Bank, Agence Agdal",Rabat,"X5X2+P4X, Av. Fal Ould Oumeir, Rabat",0.0,Negatif,personnel aigri 30 min d attente pour mon colis alors que y a personne à l agence sauf le le directeur qui pianotait sur son tel et ordinateur au lieu de faire un petit geste et se lever pour voir cette cliente qui attend sous prétexte que c est l heure de la prière avez vous penser à ceux qui ont une petite pause aussi qui travaillent comme vous qui ont pas bq de temps à ma grande surprise la porte s ouvre à un fonctionnaire d état avec un gros sourire pendant que cette femme attend son colis toujours vous êtes graves avec vos apparences ps horaires continues soit disant la poste qui est un organisme de fonction public devrait respecter ses horaires pour servir le contribuable ceux qui les payent,Services bancaires,Date inconnue,fr,Services bancaires,Service Client,Expérience Client
Al Barid Bank,Al barid Bank,Casablanca,"H9W7+329, Casablanca 20250",0.0,Neutre,personnel toujours en pause ou en réunion,Services bancaires,06/05/2025,fr,Services bancaires,Service Client,Expérience Client
Al Barid Bank,Al barid Bank,Casablanca,"G8RF+C8X, Casablanca",0.0,Negatif,agence haj fateh service nul suite a une faute grave de la part de la personne au guichet qui a renseigner sur le systeme un mauvais montant alors que sur la papier il y avait un autre montant aucune responsabilité de la part ni de la personne ni de la directrice qui ne veut pas faire son travail agence irresponsable je reposerai jamais les pieds chez eux directrice pas former et pas a la hauteur du poste,Services bancaires,06/05/2025,fr,Services bancaires,Service Client,Expérience Client
Al Barid Bank,Al barid Bank,Casablanca,"G8RF+C8X, Casablanca",0.0,Negatif,chaque fois que je viens ici rien ne fonctionne personne n'est là le service est très mauvais et le distributeur automatique de billets ne fonctionne jamais fermez le à ce stade,Services bancaires,06/05/2025,fr,Services bancaires,Service Client,Expérience Client
Al Barid Bank,Al barid Bank,Casablanca,"H9W7+329, Casablanca 20250",0.0,Positif,servise nul et le directeur c est pas professionnel,Service client,06/05/2025,fr,Service client,Service Client,Expérience Client
Al Barid Bank,Al barid Bank,Casablanca,"G8RF+C8X, Casablanca",0.0,Neutre,le pire service jamais vu dure 1 heure sans aucun service juste pour faire une pause alors que de nombreux clients attendent principalement des personnes âgées de plus de 60 ans,Services bancaires,Date inconnue,fr,Services bancaires,Service Client,Expérience Client
Al Barid Bank,Al barid Bank,Casablanca,"G8RF+C8X, Casablanca",0.0,Neutre,a éviter a tout prix je voulais faire un retrait hier de 1000dh j'ai effectué la transaction à la gab mais j'ai pas reçu l'argent alors qu'ils ont débité l'argent de mon compte on m'a demandé de patienter 24h j'y suis retournée aujourd'hui et l'agence me dit que je dois écrire une demande de remboursement vous vous foutez de gueule et que cette demande va durer 45 jours je vais même changer de banque inchallah,Services bancaires,Date inconnue,fr,Services bancaires,Service Client,Expérience Client
Al Barid Bank,Al barid Bank,Casablanca,"G8RF+C8X, Casablanca",0.0,Positif,bonne service,Service client,Date inconnue,fr,Service client,Service Client,Expérience Client
Al Barid Bank,Al barid Bank,Casablanca,"G8RF+C8X, Casablanca",0.0,Negatif,mauvaise service,Service client,Date inconnue,fr,Service client,Service Client,Expérience Client
Al Barid Bank,Al barid Bank,Casablanca,"G8RF+C8X, Casablanca",0.0,Negatif,mauvaise qualités de service et surtout la directrice de l'agence irrespectueuse evers ses clients,Service client,Date inconnue,fr,Service client,Service Client,Expérience Client
Al Barid Bank,Al barid Bank,Casablanca,"G8RF+C8X, Casablanca",0.0,Neutre,un témoignage à dieu monsieur le directeur de l'agence est une personne pratique et de haut niveau je souhaite et espère de dieu tout puissant que l'on voie quelqu'un comme lui dans tous les secteurs si dieu le veut sans oublier la seule employée féminine présente dans l'agence qui fait un gros effort merci pour cela et j'espère que l'agence aura un autre employé en raison du grand nombre de clients,Services bancaires,Date inconnue,fr,Services bancaires,Service Client,Expérience Client
Al Barid Bank,Al barid Bank,Casablanca,"G8RF+C8X, Casablanca",0.0,Negatif,vraiment une calamité que dire quand on voit un service pareil attente incroyable accueil zéro,Services bancaires,Date inconnue,fr,Services bancaires,Service Client,Expérience Client
Al Barid Bank,Al barid bank,Mohammedia,"Poste du Maroc, Bd Al Fath, Âïn-Harrouda",0.0,Neutre,plain publique,Services bancaires,06/05/2025,fr,Services bancaires,Service Client,Expérience Client
Al Barid Bank,Al barid bank,Mohammedia,"Poste du Maroc, Bd Al Fath, Âïn-Harrouda",0.0,Negatif,service amana f ain harouda service nul odima sadin katsuwal 3lihom kigolik mchaw 9ahwa,Service client,Date inconnue,fr,Service client,Service Client,Expérience Client
Al Barid Bank,Al barid bank,Mohammedia,"Poste du Maroc, Bd Al Fath, Âïn-Harrouda",0.0,Neutre,service 0 whd lghlida hatinha tma wach mbghach tkhdm ach jaybinha bzaz service 3ndhom t9il,Service client,Date inconnue,fr,Service client,Service Client,Expérience Client
Al Barid Bank,Al barid bank central,Casablanca,"187 Bd Abdelmoumen, Casablanca 20250",0.0,Negatif,service nul il ne mérite même pas cet étoile,Service client,06/05/2025,fr,Service client,Service Client,Expérience Client
Al Barid Bank,Al barid bank central,Casablanca,"187 Bd Abdelmoumen, Casablanca 20250",0.0,Negatif,l'une des pires banques qui existent un service médiocre une communication catastrophique chaque interaction avec eux est une épreuve de patience un combat contre l inefficacité et l indifférence la plus totale je ne demande pourtant qu une chose élémentaire et légitime le code de ma nouvelle carte et pourtant cette banque est incapable de gérer la moindre demande de base leur manière de traiter les clients est tout simplement inadmissible aucune considération aucune réactivité aucune solution on a l impression d être face à un mur à une administration dépassée par son propre fonctionnement si vous cherchez une banque qui respecte ses clients fuyez barid bank,Services bancaires,30/05/2025,fr,Services bancaires,Service Client,Expérience Client
