banque,nom_agence,ville,localisation,note,sentiment,avis,topic,date_avis,langue,topic_clean,topic_name,topic_category
Société Générale Maroc,Societe Generale Maroc (SGMA) - SG Securities Services,Casablanca,"55 Bd Abdelmoumen, Casablanca 20100",0.0,Neutre,une des meilleures banques au maroc,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
Société Générale Maroc,Société Générale Bank,Tanger,"Q43R+M6C، Bloc4 N° 2 Residence RANIA Qartier, Tangier 90040",0.0,Neutre,la pire banque de tanger,Temps d'attente,06/05/2025,fr,Temps d'attente,Temps d'Attente,Opérations
Société Générale Maroc,Société Générale Bank,Tanger,"Centre commercial Asswak Salam, Tanger 90060",0.0,Neutre,dieu bénisse dieu bénisse,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
Société Générale Maroc,Société Générale Bank,Safi,"Av. Moulay Idriss 1er, Safi 46000",0.0,Positif,excellent service,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
Société Générale Maroc,Société Générale DR Marrakech,Marrakech,"238 Av. Mohammed V, Marrakech 40000",0.0,Positif,excellente,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
Société Générale Maroc,Société Générale Grande Poste,Rabat,"Angle rue de Damase et rue du Caire, Rabat 10020",0.0,Neutre,jamais joignable,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
Société Générale Maroc,Société Générale Marrakech Gueliz,Marrakech,"59 rue yougoslavie, Marrakech 40000",0.0,Positif,excellent service équipe oulad nasse,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
Société Générale Maroc,Société Générale Nador Principale,Nador,"131 Ave Des Far, Nador 62000",0.0,Positif,excellent travail m khalid,Temps d'attente,06/05/2025,fr,Temps d'attente,Temps d'Attente,Opérations
Société Générale Maroc,Société Générale Riad Kenitra,Kenitra,"87, Bd. Mohammed V, Kénitra 14050",0.0,Positif,que la paix de dieu soit sur toi ô dieu bénis notre maître muhammad mon bien aimé ô messager de dieu que dieu vous protège et vous protège,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
Umnia Bank,Guichet CIH Bank / Fondation Arrawaj,Taroudant,"F49G+H9X, Bd Mokhtar Soussi, Taroudant",0.0,Positif,excellent travail,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
Umnia Bank,Guichet CIH Bank / Fondation Arrawaj,Taroudant,"F49G+H9X, Bd Mokhtar Soussi, Taroudant",0.0,Neutre,qu'est ce qui ne va pas avec ta famille,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
Umnia Bank,Umnia Bank,Casablanca,"397 Rte d'El Jadida, Casablanca",0.0,Positif,excellente,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
Umnia Bank,Umnia Bank,Casablanca,"397 Rte d'El Jadida, Casablanca",0.0,Neutre,la banque participative la plus interactive du maroc,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
Umnia Bank,Umnia Bank Agadir Kettani,Taourirt,"Av. General Kettani, Agadir 80000",0.0,Neutre,que dieu te bénisse pour ton aide,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
Umnia Bank,Umnia Bank Agadir Kettani,Taourirt,"Av. General Kettani, Agadir 80000",0.0,Positif,que dieu bénisse le service et le personnel formidable de zuwaina,Temps d'attente,Date inconnue,fr,Temps d'attente,Temps d'Attente,Opérations
Umnia Bank,Umnia Bank Marrakech Medina,Marrakech,"Avenue Houmane El fetouaki, Marrakech 40000",0.0,Neutre,si walid est un béni oui oui il traite les clients avec une haute moralité,Temps d'attente,30/05/2025,fr,Temps d'attente,Temps d'Attente,Opérations
Umnia Bank,Umnia Bank Marrakech Medina,Marrakech,"Avenue Houmane El fetouaki, Marrakech 40000",0.0,Neutre,si walid est un communicateur hors pair que dieu lui accorde la réussite et dirige ses pas,Temps d'attente,30/05/2025,fr,Temps d'attente,Temps d'Attente,Opérations
Umnia Bank,Umnia Bank Marrakech Medina,Marrakech,"Avenue Houmane El fetouaki, Marrakech 40000",0.0,Positif,une agence qui se distingue par le bon traitement de son directeur et de ses agents notamment m walid et oui affaire,Temps d'attente,30/05/2025,fr,Temps d'attente,Temps d'Attente,Opérations
