banque,nom_agence,ville,localisation,note,sentiment,avis,topic,date_avis,langue,topic_clean,topic_name,topic_category
BMCI,BMCI,Meknès,"6, et Jabrane Khalil, angle Av. des F.A.R, Meknès 50000",0.0,Positif,très bonne,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
BMCI,BMCI,El Jadida,"6FP9+WCP, El Jadida",0.0,Neutre,c'est une agence de la bmci,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
BMCI,BMCI,Fès,"262 avenue Ouafae Narjiss, Fès 30000",0.0,Neutre,banque bmci,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
BMCI,BMCI,Casablanca,"II et, Angle boulevard Hassan, avenue Allal el Fassi, Casablanca 20000",0.0,Negatif,nulle,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
BMCI,BMCI,Mohammedia,"Soussi et, Angle boulevard Mokhtar, Bd de la Résistance, Mohammédia 20800",0.0,Negatif,mauvais service à la clientèle,Tarifs,Date inconnue,fr,Tarifs,Expérience Générale,Général
Bank Al-Maghrib,Al Amana Microfinanace,Taourirt,"C453+VMF, Taourirt",0.0,Neutre,honnêteté,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Bank Al-Maghrib,Al Barid Bank,Errachidia,"WHMF+7V8, Errachidia",0.0,Neutre,pharmacie,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Bank Al-Maghrib,Bank Al Maghrib,Guelmim,"115 Bd de Paris, Casablanca 20000",0.0,Neutre,banque du maroc,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Bank Al-Maghrib,Bank Al Maghrib,Guelmim,"115 Bd de Paris, Casablanca 20000",0.0,Positif,très bien,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Bank Al-Maghrib,Bank Al Maghrib,Guelmim,"115 Bd de Paris, Casablanca 20000",0.0,Positif,bonne vue,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Bank Al-Maghrib,Bank Al Maghrib,Guelmim,"115 Bd de Paris, Casablanca 20000",0.0,Neutre,j'ai aimé ce lieu,Tarifs,Date inconnue,fr,Tarifs,Expérience Générale,Général
Bank Al-Maghrib,Bank Al Maghrib,Tanger,"Av. Omar Ibn Al Khattab, Tanger",0.0,Neutre,je n'aime pas cet endroit,"Topic 6: remerc, plais, avis",Date inconnue,fr,"remerc, plais, avis",Expérience Générale,Général
Bank Al-Maghrib,Bank Al-Maghrib,Taroudant,"C9CW+4JG, Agadir 80000",0.0,Neutre,01 11 2024,Expérience générale,06/05/2025,mixed,Expérience générale,Expérience Générale,Général
Bank Al-Maghrib,Bank Al-Maghrib,Rabat,"Av. Annakhil, Rabat BP 445",0.0,Neutre,banque du maroc,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Bank Al-Maghrib,Bank Al-Maghrib,Taroudant,"C9CW+4JG, Agadir 80000",0.0,Neutre,10 10,Expérience générale,Date inconnue,mixed,Expérience générale,Expérience Générale,Général
Bank Al-Maghrib,Bank Al-Maghrib,Rabat,"Av. Annakhil, Rabat BP 445",0.0,Neutre,super,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Bank Al-Maghrib,Bank Al-Maghrib,Rabat,"Av. Annakhil, Rabat BP 445",0.0,Neutre,chameau,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Bank Al-Maghrib,Bank Al-Maghrib,Taroudant,"C9CW+4JG, Agadir 80000",0.0,Positif,l'aspect extérieur du lieu est parfait,"Topic 6: remerc, plais, avis",Date inconnue,fr,"remerc, plais, avis",Expérience Générale,Général
Bank Al-Maghrib,Bank Al-Maghrib,Rabat,"Av. Annakhil, Rabat BP 445",0.0,Positif,très bien,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Bank Al-Maghrib,Banque du Maroc,Meknès,"Ave Lalla Meryem, Fes 30050",0.0,Neutre,c est la bam,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Bank Al-Maghrib,Banque du Maroc,Meknès,"Ave Lalla Meryem, Fes 30050",0.0,Neutre,banque de fès,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Bank Al-Maghrib,Banque du Maroc,Meknès,"Ave Lalla Meryem, Fes 30050",0.0,Positif,excellent,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Bank Al-Maghrib,Inconnu,Dakhla,Inconnu,0.0,Neutre,warzazat,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Bank Al-Maghrib,Société Générale Errachidia,Errachidia,"N13, Errachidia",0.0,Neutre,grande banque,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Bank Al-Maghrib,The World Bank,Laâyoune,Laayoune 70000,0.0,Neutre,une banque nouvellement construite avec des spécifications élevées,Tarifs,Date inconnue,fr,Tarifs,Expérience Générale,Général
Bank Assafa,Assafa Pièces Auto,Tiznit,"N, 1 AV AL KAIRAOUNA, Tiznit 85000",0.0,Positif,oui l'affaire merci beaucoup nous lui donnerions 5 étoiles si c'était beaucoup plus,Tarifs,Date inconnue,fr,Tarifs,Expérience Générale,Général
Bank Assafa,Bank Assafa,Agadir,"Résidence Nakhil 2 Route nationale n 10, Angle Ave Mohamed V, Inezgane 86666",0.0,Neutre,merci beaucoup et nous restons à votre disposition pour toute information,Tarifs,06/05/2025,fr,Tarifs,Expérience Générale,Général
Bank Assafa,Bank Assafa,Meknès,"VFW2+PPW, Meknès",0.0,Neutre,en test,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Bank Assafa,Bank Assafa,Casablanca,"194 Bd Ghandi, Casablanca 20250",0.0,Positif,bonne,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Bank Assafa,Bank Assafa,Casablanca,"194 Bd Ghandi, Casablanca 20250",0.0,Neutre,banque assafa,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Bank Assafa,Inconnu,Casablanca,Inconnu,0.0,Neutre,moins que 0,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Bank Assafa,Inconnu,Casablanca,Inconnu,0.0,Neutre,leur service clientèle a besoin d'un service clientèle o chouf tchouf,Tarifs,Date inconnue,fr,Tarifs,Expérience Générale,Général
Bank Assafa,Umnia Bank Larache,Larache,"Imm. B, 98 Av. Mohamed V, Larache",0.0,Neutre,nous vous remercions pour votre avis et au plaisir de vous accompagner,"Topic 6: remerc, plais, avis",06/05/2025,fr,"remerc, plais, avis",Expérience Générale,Général
Bank of Africa,BANK OF AFRICA,Casablanca,"153 Bd Moulay Idriss I, Casablanca 20250",0.0,Neutre,banque maroc,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Bank of Africa,BANK OF AFRICA,Casablanca,"153 Bd Moulay Idriss I, Casablanca 20250",0.0,Neutre,merçi,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Bank of Africa,BANK OF AFRICA RABAT HAY RIYAD,Rabat,"Place CARRE, 7 Av. Attine, Rabat 10105",0.0,Neutre,banque,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Bank of Africa,BANK OF AFRICA RABAT IBNOU SINA,Rabat,"32 ANGLE AV MICHLIFEN ET، R. Honain, Rabat 10000",0.0,Positif,excellent,Expérience générale,06/05/2025,mixed,Expérience générale,Expérience Générale,Général
Bank of Africa,Bank of Africa,Tanger,"P4H9+QPF, Route de Rabat, Tanger",0.0,Neutre,système et services 0,"Topic 6: remerc, plais, avis",06/05/2025,fr,"remerc, plais, avis",Expérience Générale,Général
Bank of Africa,Bank of Africa,Tanger,"P4H9+QPF, Route de Rabat, Tanger",0.0,Negatif,le system toujours en panne service catastrophique,"Topic 6: remerc, plais, avis",Date inconnue,fr,"remerc, plais, avis",Expérience Générale,Général
Bank of Africa,Bank of Africa,Tanger,"P4H9+QPF, Route de Rabat, Tanger",0.0,Neutre,une banque chère,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Bank of Africa,Bank of Africa,Marrakech,"MX5V+XHR, Bd Allal Al Fassi, Marrakech 40000",0.0,Neutre,a9wad âge fal 3alame,"Topic 6: remerc, plais, avis",Date inconnue,fr,"remerc, plais, avis",Expérience Générale,Général
Bank of Africa,Bank of Africa,Marrakech,"MX5V+XHR, Bd Allal Al Fassi, Marrakech 40000",0.0,Neutre,pas utile,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Bank of Africa,Bank of Africa,Rabat,"2583+MPW, Rabat",0.0,Neutre,médiocre,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Bank of Africa,Bank of Africa,Tanger,"P4QW+24R, Tanger",0.0,Negatif,pas mal,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Bank of Africa,Bank of Africa,Tanger,"Q576+284, Av. Moulay Rachid, Tanger",0.0,Positif,parfait,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Bank of Africa,Bank of Africa,Tanger,"P6R2+C8R, Tanger 90060",0.0,Neutre,banque,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Bank of Africa,Bank of Africa,Kenitra,"6FR2+W4H Irchad, Kénitra",0.0,Positif,c bien,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Bank of Africa,Bank of Africa,Fès,"225P+542, Fès",0.0,Neutre,banque,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Bank of Africa,Bank of Africa,Fès,"2XF7+F39, Fès",0.0,Neutre,données,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Bank of Africa,Bank of Africa - Batoir,Agadir,"335 Av. Hassan II, Agadir 80000",0.0,Neutre,suffisant,Expérience générale,05/06/2025,fr,Expérience générale,Expérience Générale,Général
Banque Populaire,Agence Banque Populaire,Nador,"5379+W8X, Av. Hassan I, Nador",0.0,Negatif,nulle,Expérience générale,06/05/2025,fr,Expérience générale,Expérience Générale,Général
Banque Populaire,Banque Populaire,Tétouan,"HJ82+25C, Tétouan",0.0,Neutre,immortel,Expérience générale,06/05/2025,fr,Expérience générale,Expérience Générale,Général
Banque Populaire,Banque Populaire,Casablanca,"921, bd El Fida Prolongé, hay Farah, 20490",0.0,Neutre,le pire service au maroc,Expérience générale,Date inconnue,mixed,Expérience générale,Expérience Générale,Général
Banque Populaire,Banque Populaire,Marrakech,"51/53 société nourrira، شارع الحسن الثاني, Marrakesh",0.0,Positif,génial,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Banque Populaire,Banque Populaire,Marrakech,"51/53 société nourrira، شارع الحسن الثاني, Marrakesh",0.0,Neutre,banque,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Banque Populaire,Banque Populaire,Meknès,"VC5C+9RQ, Meknes",0.0,Neutre,foule,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Banque Populaire,Banque Populaire,Meknès,"VC7M+37Q, Meknès",0.0,Neutre,aucune difficulté dans cet endroit,"Topic 6: remerc, plais, avis",Date inconnue,fr,"remerc, plais, avis",Expérience Générale,Général
Banque Populaire,Banque Populaire,Beni Mellal,"46 Bd de l'Armée Royale, Béni Mellal",0.0,Neutre,secteur,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Banque Populaire,Banque Populaire,Errachidia,"WHM3+4MV, Errachidia 52000",0.0,Negatif,mal service 03 10 2023 14 19,Expérience générale,Date inconnue,mixed,Expérience générale,Expérience Générale,Général
Banque Populaire,Banque Populaire,Larache,"5RWW+MM4، Avenue Zerktouni angle rue Taroudant, Av. Mohamed Zerktouni, Larache",0.0,Neutre,service médiocre,"Topic 6: remerc, plais, avis",Date inconnue,fr,"remerc, plais, avis",Expérience Générale,Général
Banque Populaire,Banque Populaire,Khouribga,"V3JP+JXP, Khouribga",0.0,Neutre,merci beaucoup,Tarifs,Date inconnue,fr,Tarifs,Expérience Générale,Général
Banque Populaire,Banque Populaire,Khouribga,"V3X9+82R, Khouribga",0.0,Neutre,bellesmao,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Banque Populaire,Banque Populaire,Laâyoune,"5Q6W+M9W، الطريق الوطنية رقم 1, Laayoune 70000",0.0,Positif,très bien,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Banque Populaire,Banque Populaire,Laâyoune,"5Q6W+M9W، الطريق الوطنية رقم 1, Laayoune 70000",0.0,Neutre,beauté,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Banque Populaire,Banque Populaire,Dakhla,"P329+2J2, Dakhla 73000",0.0,Neutre,je n'ai aucune haine pour cet endroit,"Topic 6: remerc, plais, avis",Date inconnue,fr,"remerc, plais, avis",Expérience Générale,Général
Banque Populaire,Banque Populaire,Mohammedia,"Rachidi et, Angle Bd Rue de l'Oued Zem، Mohammédia",0.0,Neutre,0 service,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Banque Populaire,Banque Populaire,Mohammedia,"MJH5+FCP, Mohammédia",0.0,Neutre,نتمنى لكم المزيد من الخذمة nous vous souhaitons travailler plus dur,Expérience générale,Date inconnue,ar,Expérience générale,Expérience Générale,Général
Banque Populaire,Banque Populaire,Mohammedia,"PJ3J+WQC, Mohammédia",0.0,Positif,très bien,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Banque Populaire,Banque Populaire,Ksar El Kebir,"X3WR+7M9, Ksar El-Kébir",0.0,Positif,la banque populaire est excellente et possède des succursales partout dans le monde,"Topic 6: remerc, plais, avis",Date inconnue,fr,"remerc, plais, avis",Expérience Générale,Général
Banque Populaire,Banque Populaire,Berkane,"WMJF+PCF, P6011, Berkane",0.0,Neutre,banque,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Banque Populaire,Banque Populaire,Berkane,"WM73+H6F, Berkane",0.0,Positif,très bon emplacement,"Topic 6: remerc, plais, avis",Date inconnue,fr,"remerc, plais, avis",Expérience Générale,Général
Banque Populaire,Banque Populaire,Berkane,"WMFR+C33, Bd Nouasseur, Berkane",0.0,Neutre,les mots,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Banque Populaire,Banque Populaire,Safi,"7QG4+72J, Safi",0.0,Neutre,pas grave,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Banque Populaire,Banque Populaire,El Jadida,"7F3J+CJX, Av. Abderrahmane Doukkali, El Jadida",0.0,Neutre,service 0,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Banque Populaire,Banque Populaire,Mohammedia,"PM84+4V3, Mohammédia",0.0,Neutre,retirez de l'argent avec la carte de débit emirates ils m'ont facturé des frais de service de 6 ce qui était assez élevé par rapport aux autres guichets automatiques bancaires,Tarifs,Date inconnue,fr,Tarifs,Expérience Générale,Général
Banque Populaire,Banque Populaire - Agence Mabrouka,Marrakech,"MX48+CVV, Marrakech 40000",0.0,Negatif,mauvais,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Banque Populaire,Banque Populaire AL WIFAQ,Berkane,"93 angle boukevard El Wifaq et Lahbous lot Saidi Berkane 60300, Bd Al Wifak, Berkane",0.0,Neutre,une des meilleures agences de berkane,"Topic 6: remerc, plais, avis",06/05/2025,fr,"remerc, plais, avis",Expérience Générale,Général
Banque Populaire,Banque Populaire AL WIFAQ,Berkane,"93 angle boukevard El Wifaq et Lahbous lot Saidi Berkane 60300, Bd Al Wifak, Berkane",0.0,Negatif,très mauvais,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Banque Populaire,Banque Populaire régional Errachidia,Errachidia,"WHC6+6Q5, Errachidia",0.0,Positif,satisfait,Expérience générale,06/05/2025,fr,Expérience générale,Expérience Générale,Général
Banque Populaire,Banque Populaire régional Errachidia,Errachidia,"WHC6+6Q5, Errachidia",0.0,Neutre,lieu mediocre,Tarifs,Date inconnue,fr,Tarifs,Expérience Générale,Général
Banque Populaire,Banque populaire,Meknès,"VFF8+R3X, N13, Meknes",0.0,Neutre,veuillez modifier cette adresse avec la nouvelle adresse et merci,"Topic 6: remerc, plais, avis",Date inconnue,fr,"remerc, plais, avis",Expérience Générale,Général
Banque Populaire,Inconnu,Ksar El Kebir,Inconnu,0.0,Negatif,normale,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Banque Populaire,Inconnu,Safi,Inconnu,0.0,Neutre,0 service,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Banque Populaire,Inconnu,Rabat,Inconnu,0.0,Negatif,servive mediocre voir nulllllll,Tarifs,Date inconnue,fr,Tarifs,Expérience Générale,Général
Banque Populaire,Siège Banque Populaire,Laâyoune,"5Q4W+VWF, Laayoune 70000",0.0,Positif,excellent,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Banque Populaire,Siège Banque Populaire,Laâyoune,"5Q4W+VWF, Laayoune 70000",0.0,Neutre,boulot,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Banque Populaire,Siège Banque Populaire,Laâyoune,"5Q4W+VWF, Laayoune 70000",0.0,Neutre,adorable,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
Banque Populaire,banque populaire,Taza,"6X6M+4FQ, Taza",0.0,Positif,très bien située,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
CIH Bank,Banque CIH,Fès,"Rue Melilla, Lot 3 Rte Imouzzer, Fès 30050",0.0,Neutre,merci beaucoup j'aime tout le monde ici,Tarifs,30/05/2025,fr,Tarifs,Expérience Générale,Général
CIH Bank,Banque CIH,Fès,"Rue Melilla, Lot 3 Rte Imouzzer, Fès 30050",0.0,Positif,bon emplacement,"Topic 6: remerc, plais, avis",Date inconnue,fr,"remerc, plais, avis",Expérience Générale,Général
CIH Bank,Banque CIH,Fès,"Ave Mohammed es Slaoui Imm.a23, Bab El Ghoul, Fès 30050",0.0,Neutre,accueillir merci d'avoir partagé votre avis nous serons heureux de vous accueillir dans nos agences,"Topic 6: remerc, plais, avis",Date inconnue,fr,"remerc, plais, avis",Expérience Générale,Général
CIH Bank,Banque CIH,Fès,"Rue Melilla, Lot 3 Rte Imouzzer, Fès 30050",0.0,Positif,super bien,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
CIH Bank,Banque CIH,Fès,"Ave Mohammed es Slaoui Imm.a23, Bab El Ghoul, Fès 30050",0.0,Positif,bonne banque,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
CIH Bank,Banque CIH,Mohammedia,"Immeuble A, Rue de Youssef Ben Tachfine Projet Central Park, Mohammédia 28800",0.0,Neutre,accueillir merci d'avoir partagé votre avis nous serons heureux de vous accueillir dans nos agences,"Topic 6: remerc, plais, avis",Date inconnue,fr,"remerc, plais, avis",Expérience Générale,Général
CIH Bank,Banque CIH,Fès,"Ave Mohammed es Slaoui Imm.a23, Bab El Ghoul, Fès 30050",0.0,Positif,excellent,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
CIH Bank,Banque CIH Agence Adarissa,Fès,"Ain chkf Programme Al Farah, Hay, Fès 30050",0.0,Positif,bonjour cih bank vous remercie d avoir partagé votre retour au plaisir de vous accueillir à nouveau dans notre succursale,"Topic 6: remerc, plais, avis",06/05/2025,fr,"remerc, plais, avis",Expérience Générale,Général
CIH Bank,Banque CIH Agence Adarissa,Fès,"Ain chkf Programme Al Farah, Hay, Fès 30050",0.0,Neutre,banque dzb,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
CIH Bank,Banque CIH Agence Adarissa,Fès,"Ain chkf Programme Al Farah, Hay, Fès 30050",0.0,Negatif,mediocre mauvaise gestion de la clientele,Tarifs,Date inconnue,fr,Tarifs,Expérience Générale,Général
CIH Bank,CIH - Agence Tanger Principale,Tanger,"17 Av. Belgique, Tanger 90060",0.0,Negatif,pas mal,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
CIH Bank,CIH - Agence Tanger Principale,Tanger,"17 Av. Belgique, Tanger 90060",0.0,Neutre,services clientèle nuuuuule surtt la dame,Tarifs,Date inconnue,fr,Tarifs,Expérience Générale,Général
CIH Bank,CIH - Agence Tanger Principale,Tanger,"17 Av. Belgique, Tanger 90060",0.0,Negatif,nulle,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
CIH Bank,CIH - Agence Tanger Principale,Tanger,"17 Av. Belgique, Tanger 90060",0.0,Negatif,null service client,Expérience générale,Date inconnue,mixed,Expérience générale,Expérience Générale,Général
CIH Bank,CIH - Agence Tanger Principale,Tanger,"17 Av. Belgique, Tanger 90060",0.0,Neutre,bouché,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
CIH Bank,CIH - Agence Tanger Principale,Tanger,"17 Av. Belgique, Tanger 90060",0.0,Positif,bonjour cih bank vous remercie d avoir partagé votre retour au plaisir de vous accueillir à nouveau dans notre succursale,"Topic 6: remerc, plais, avis",Date inconnue,fr,"remerc, plais, avis",Expérience Générale,Général
CIH Bank,CIH BANK,Rabat,"259F+224, Avenue d'Alger, Rue Kairaouane, Rabat 10020",0.0,Neutre,en haut,Expérience générale,06/05/2025,fr,Expérience générale,Expérience Générale,Général
CIH Bank,CIH BANK,Tétouan,"Av. Hassan II, Tétouan 93000",0.0,Neutre,aucun banque,Expérience générale,06/05/2025,fr,Expérience générale,Expérience Générale,Général
CIH Bank,CIH BANK,Meknès,"Avenue Fkih Ghazi Lotissement, Meknes 50000",0.0,Positif,bonjour cih bank vous remercie d'avoir partagé votre avis au plaisir de vous accueillir une nouvelle fois en agence,"Topic 6: remerc, plais, avis",06/05/2025,fr,"remerc, plais, avis",Expérience Générale,Général
CIH Bank,CIH BANK,Safi,"Avenue Allal Ben Abdellah Angle Av.driss 1Er, Lot 64, Lotissement Hnia, Safi 46000",0.0,Positif,bonjour cih bank vous remercie d avoir partagé votre retour au plaisir de vous accueillir à nouveau dans notre succursale,"Topic 6: remerc, plais, avis",06/05/2025,fr,"remerc, plais, avis",Expérience Générale,Général
CIH Bank,CIH BANK,Safi,"Avenue Allal Ben Abdellah Angle Av.driss 1Er, Lot 64, Lotissement Hnia, Safi 46000",0.0,Positif,magnifique,Expérience générale,Date inconnue,mixed,Expérience générale,Expérience Générale,Général
CIH Bank,CIH BANK,Safi,"Avenue Allal Ben Abdellah Angle Av.driss 1Er, Lot 64, Lotissement Hnia, Safi 46000",0.0,Neutre,faible service,Tarifs,Date inconnue,fr,Tarifs,Expérience Générale,Général
CIH Bank,CIH BANK,Meknès,"Avenue Fkih Ghazi Lotissement, Meknes 50000",0.0,Positif,bonjour cih bank vous remercie d avoir partagé votre retour au plaisir de vous accueillir à nouveau dans notre succursale,"Topic 6: remerc, plais, avis",Date inconnue,fr,"remerc, plais, avis",Expérience Générale,Général
CIH Bank,CIH BANK,Meknès,"Avenue Fkih Ghazi Lotissement, Meknes 50000",0.0,Negatif,le système est toujours en panne très mauvais service,"Topic 6: remerc, plais, avis",Date inconnue,fr,"remerc, plais, avis",Expérience Générale,Général
CIH Bank,CIH BANK,Safi,"Avenue Allal Ben Abdellah Angle Av.driss 1Er, Lot 64, Lotissement Hnia, Safi 46000",0.0,Neutre,meilleur,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
CIH Bank,CIH BANK,Safi,"Avenue Allal Ben Abdellah Angle Av.driss 1Er, Lot 64, Lotissement Hnia, Safi 46000",0.0,Neutre,c'est une agence de la banque cih,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
CIH Bank,CIH BANK,Safi,"Avenue Allal Ben Abdellah Angle Av.driss 1Er, Lot 64, Lotissement Hnia, Safi 46000",0.0,Positif,bonjour cih bank vous remercie d'avoir partagé votre retour comment pouvons nous vous offrir un meilleur service,"Topic 6: remerc, plais, avis",Date inconnue,fr,"remerc, plais, avis",Expérience Générale,Général
CIH Bank,CIH BANK El Arsa,Beni Mellal,"94-96 Boulevard Mohammed V, Béni Mellal 23020",0.0,Neutre,service des lacs mzyan mzyana makaynch bzf dyal zham walakin mzn,"Topic 6: remerc, plais, avis",06/05/2025,fr,"remerc, plais, avis",Expérience Générale,Général
CIH Bank,CIH BANK El Arsa,Beni Mellal,"94-96 Boulevard Mohammed V, Béni Mellal 23020",0.0,Positif,bonjour cih bank vous remercie d avoir partagé votre retour au plaisir de vous accueillir à nouveau dans notre succursale,"Topic 6: remerc, plais, avis",06/05/2025,fr,"remerc, plais, avis",Expérience Générale,Général
CIH Bank,CIH BANK Medina,Oujda,"Av. Moulay hassan, Oujda 60000",0.0,Neutre,service 0,Expérience générale,Date inconnue,fr,Expérience générale,Expérience Générale,Général
CIH Bank,CIH Bank,Agadir,"National Rte 1 Lot Zaitoun, Num A35 District, Agadir 80000",0.0,Neutre,accueillir merci d'avoir partagé votre avis nous serons heureux de vous accueillir dans nos agences,"Topic 6: remerc, plais, avis",06/05/2025,fr,"remerc, plais, avis",Expérience Générale,Général
CIH Bank,CIH Bank,Agadir,"National Rte 1 Lot Zaitoun, Num A35 District, Agadir 80000",0.0,Positif,bonjour cih bank vous remercie d avoir partagé votre retour au plaisir de vous accueillir à nouveau dans notre succursale,"Topic 6: remerc, plais, avis",06/05/2025,fr,"remerc, plais, avis",Expérience Générale,Général
CIH Bank,CIH Bank,Tanger,"Av. Tariq Ibn Ziad Benimakada, Drissia, Tanger 90060",0.0,Neutre,service 0,Expérience générale,06/05/2025,fr,Expérience générale,Expérience Générale,Général
CIH Bank,CIH Bank,Tanger,"N2 Quart. Ibn Batota Route .Tetouan, Mghogha 11, Tanger 90060",0.0,Positif,bonjour cih bank vous remercie d'avoir partagé votre avis comment pouvons nous vous offrir un meilleur service,"Topic 6: remerc, plais, avis",06/05/2025,fr,"remerc, plais, avis",Expérience Générale,Général
CIH Bank,CIH Bank,Fès,"Avenue Bab Guissa, Derb Sidi Bou Jida, Fes 30050",0.0,Neutre,accueillir merci d'avoir partagé votre avis nous serons heureux de vous accueillir dans nos agences,"Topic 6: remerc, plais, avis",06/05/2025,fr,"remerc, plais, avis",Expérience Générale,Général
CIH Bank,CIH Bank,Casablanca,"HGX6+6QG, Bd Mbarek Ben Boubker Hammadi, Casablanca",0.0,Neutre,services médiocres,"Topic 6: remerc, plais, avis",06/05/2025,fr,"remerc, plais, avis",Expérience Générale,Général
CIH Bank,CIH Bank,Agadir,"National Rte 1 Lot Zaitoun, Num A35 District, Agadir 80000",0.0,Neutre,técoin,Expérience générale,06/05/2025,fr,Expérience générale,Expérience Générale,Général
CIH Bank,CIH Bank,Casablanca,"GCJ7+G8P, Bd Tah, Casablanca",0.0,Negatif,trop d'attente 0 organisation,Tarifs,06/05/2025,fr,Tarifs,Expérience Générale,Général
CIH Bank,CIH Bank,Safi,"28 Av. Mohamed V, Safi 46000",0.0,Positif,bonjour cih bank vous remercie d'avoir partagé votre avis au plaisir de vous accueillir une nouvelle fois en agence,"Topic 6: remerc, plais, avis",06/05/2025,fr,"remerc, plais, avis",Expérience Générale,Général
CIH Bank,CIH Bank,Tétouan,"LOTISSEMENT TOUABEL، LOT 239 Av. des FAR, Tetouan 93000",0.0,Positif,bonjour cih bank vous remercie d avoir partagé votre retour au plaisir de vous accueillir à nouveau dans notre succursale,"Topic 6: remerc, plais, avis",06/05/2025,fr,"remerc, plais, avis",Expérience Générale,Général
